8000	1.471786070651E-05
8200	1.398003077921E-05
8400	1.329355274931E-05
8600	1.265354730947E-05
8800	1.205531097030E-05
9000	1.149517262333E-05
9200	1.096881877908E-05
9400	1.047328598703E-05
9600	1.000532212440E-05
9800	9.560700161479E-06
10000	9.136644527318E-06
10200	8.729124977747E-06
10400	8.332720373553E-06
10600	7.934015725001E-06
10800	7.506185514661E-06
11000	6.751378848813E-06
11200	6.046093273165E-06
11400	6.790946776806E-06
11600	6.704274995062E-06
11800	6.568462015549E-06
12000	6.415117096231E-06
12200	6.255103967464E-06
12400	6.093560049433E-06
12600	5.933096049833E-06
12800	5.775260552995E-06
13000	5.620934270883E-06
13200	5.470669078086E-06
13400	5.324721908822E-06
13600	5.183241489836E-06
13800	5.046265103185E-06
14000	4.913784891081E-06
14200	4.785736533674E-06
14400	4.662023491852E-06
14600	4.542537295808E-06
14800	4.427107997197E-06
15000	4.315577352392E-06
15200	4.207880758217E-06
15400	4.103895723766E-06
15600	4.003481986945E-06
15800	3.906491541010E-06
16000	3.812729566823E-06
16200	3.722124605798E-06
16400	3.634574436585E-06
16600	3.549956461594E-06
16800	3.468103861148E-06
17000	3.388919215505E-06
17200	3.312331062484E-06
17400	3.238233419199E-06
17600	3.166474988755E-06
17800	3.097006935180E-06
18000	3.029747742964E-06
18200	2.964583659114E-06
18400	2.901427451470E-06
18600	2.840230561798E-06
18800	2.780897914668E-06
19000	2.723348379309E-06
19200	2.667541175783E-06
19400	2.613388632181E-06
19600	2.560828461905E-06
19800	2.509819268044E-06
20000	2.460274130714E-06
20000	2.460274130714E-06
20200	2.412159898225E-06
20400	2.365427993055E-06
20600	2.320001637707E-06
20800	2.275860366605E-06
21000	2.232939472590E-06
21200	2.191203905814E-06
21400	2.150617757575E-06
21600	2.111122169999E-06
21800	2.072699443135E-06
22000	2.035296174301E-06
22200	1.998886053715E-06
22400	1.963429097999E-06
22600	1.928895513730E-06
22800	1.895258484808E-06
23000	1.862478815813E-06
23200	1.830539237187E-06
23400	1.799397209892E-06
23600	1.769041515528E-06
23800	1.739434648839E-06
24000	1.710562922104E-06
24200	1.682395250688E-06
24400	1.654913770784E-06
24600	1.628088427393E-06
24800	1.601907769356E-06
25000	1.576348104301E-06
25200	1.551391793386E-06
25400	1.527014810467E-06
25600	1.503205819018E-06
25800	1.479944119588E-06
26000	1.457216550980E-06
26200	1.435003146293E-06
26400	1.413292688923E-06
26600	1.392065582586E-06
26800	1.371312339548E-06
27000	1.351014343551E-06
27200	1.331162556535E-06
27400	1.311740752198E-06
27600	1.292738996403E-06
27800	1.274144845962E-06
28000	1.255947034996E-06
28200	1.238134685184E-06
28400	1.220696148813E-06
28600	1.203622571125E-06
28800	1.186903261624E-06
29000	1.170529089613E-06
29200	1.154512614114E-06
29400	1.138829881594E-06
29600	1.123401684103E-06
29800	1.108186254187E-06
30000	1.093275358660E-06
30200	1.078595632343E-06
30400	1.064206304374E-06
30600	1.050283629661E-06
30800	1.036631662895E-06
31000	1.023243435909E-06
31200	1.010112203246E-06
31400	9.972319487049E-07
31600	9.845955648769E-07
31800	9.721969349343E-07
32000	9.600303805687E-07
32200	9.480901498031E-07
32400	9.363709095796E-07
32600	9.248672466574E-07
32800	9.135746204555E-07
33000	9.024869828136E-07
33200	8.915980235734E-07
33400	8.809043769255E-07
33600	8.704014030102E-07
33800	8.600845988952E-07
34000	8.499500330270E-07
34200	8.399927954735E-07
34400	8.302087737604E-07
34600	8.205941860208E-07
34800	8.111451454585E-07
35000	8.018578760617E-07
35200	7.927287088351E-07
35400	7.837546860028E-07
35600	7.749323214592E-07
35800	7.662569476860E-07
36000	7.577253123723E-07
36200	7.493360178372E-07
36400	7.410850372860E-07
36600	7.329689588554E-07
36800	7.249848577652E-07
37000	7.171300869508E-07
37200	7.094027510452E-07
37400	7.017992486038E-07
37600	6.943169497989E-07
37800	6.869532942236E-07
38000	6.797057887044E-07
38200	6.725728403654E-07
38400	6.655512317305E-07
38600	6.586386593909E-07
38800	6.518328791794E-07
39000	6.451317043507E-07
39200	6.385337969323E-07
39400	6.320362706581E-07
39600	6.256371011373E-07
39800	6.193343147396E-07
40000	6.131259870755E-07
40200	6.070116555357E-07
40400	6.009880479262E-07
40600	5.950533795982E-07
40800	5.892059095575E-07
41000	5.834436155311E-07
41200	5.777651699794E-07
41400	5.721689552568E-07
41600	5.666539898677E-07
41800	5.612187155688E-07
42000	5.558610252128E-07
42200	5.505794503495E-07
42400	5.453724663051E-07
42600	5.402386753444E-07
42800	5.351768014191E-07
43000	5.301855085749E-07
43200	5.252644829356E-07
43400	5.204114399926E-07
43600	5.156251342433E-07
43800	5.109043485696E-07
44000	5.062482869036E-07
44200	5.016553860593E-07
44400	4.971245096768E-07
44600	4.926549297537E-07
44800	4.882455498835E-07
45000	4.838949218803E-07
45200	4.796020073894E-07
45400	4.753658436802E-07
45600	4.711854360750E-07
45800	4.670597597080E-07
46000	4.629878640600E-07
46200	4.589691454229E-07
46400	4.550023619398E-07
46600	4.510869038502E-07
46800	4.472218925988E-07
47000	4.434061924699E-07
47200	4.396389688158E-07
47400	4.359194045680E-07
47600	4.322469687368E-07
47800	4.286208713611E-07
48000	4.250400744601E-07
48200	4.215043517272E-07
48400	4.180124345405E-07
48600	4.145636027738E-07
48800	4.111571510339E-07
49000	4.077923883001E-07
49200	4.044686375748E-07
49400	4.011852355429E-07
49600	3.979417799320E-07
49800	3.947376278540E-07
50000	3.915719055394E-07
50200	3.884444849403E-07
50400	3.853542752462E-07
50600	3.823006888835E-07
50800	3.792831498273E-07
51000	3.763010933298E-07
51200	3.733544305596E-07
51400	3.704421464147E-07
51600	3.675634796886E-07
51800	3.647179135896E-07
52000	3.619051665830E-07
52200	3.591251835469E-07
52400	3.563770175949E-07
52600	3.536604056313E-07
52800	3.509748684626E-07
53000	3.483197190122E-07
53200	3.456945008606E-07
53400	3.430987661231E-07
53600	3.405320752591E-07
53800	3.379939968861E-07
54000	3.354841075985E-07
54200	3.330026140848E-07
54400	3.305484769420E-07
54600	3.281212958063E-07
54800	3.257206776097E-07
55000	3.233462364204E-07
55200	3.209975932888E-07
55400	3.186743760956E-07
55600	3.163762194052E-07
55800	3.141027643220E-07
56000	3.118536583502E-07
56200	3.096290858152E-07
56400	3.074281685461E-07
56600	3.052505725612E-07
56800	3.030959697513E-07
57000	3.009639767364E-07
57200	2.988543386543E-07
57400	2.967667442693E-07
57600	2.947010095253E-07
57800	2.926569350078E-07
58000	2.906339976635E-07
58200	2.886320297382E-07
58400	2.866506217984E-07
58600	2.846895582945E-07
58800	2.827485622805E-07
59000	2.808272975413E-07
59200	2.789254977148E-07
59400	2.770429009175E-07
59600	2.751794970757E-07
59800	2.733353557303E-07
60000	2.715085401163E-07
60200	2.697007676844E-07
60400	2.679109457423E-07
60600	2.661388375648E-07
60800	2.643842103153E-07
61000	2.626466010238E-07
61200	2.609260214018E-07
61400	2.592222497822E-07
61600	2.575352831638E-07
61800	2.558649028287E-07
62000	2.542106812894E-07
62200	2.525724109226E-07
62400	2.509499014007E-07
62600	2.493429514155E-07
62800	2.477513490659E-07
63000	2.461748996500E-07
63200	2.446136512788E-07
63400	2.430671725902E-07
63600	2.415352779828E-07
63800	2.400177847609E-07
64000	2.385145130798E-07
64200	2.370254337364E-07
64400	2.355502227527E-07
64600	2.340887085484E-07
64800	2.326407221880E-07
65000	2.312060973317E-07
65200	2.297848931664E-07
65400	2.283767227005E-07
